id,personaje_id,tipo,origen_esperado,rep,origen_obtenido,acierto_origen,metodo,distancia,recall_at3,idioma,es_espanol,palabras,frases,inflesz,banda_inflesz,fernandez_huerta,roto_personaje,n_roto,lat_traduccion_ms,lat_retrieval_ms,lat_evaluator_ms,lat_generacion_ms,tokens_est,coste_est_usd,respuesta,error
tri-14,triceratops,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,1.0048,,es,True,15,2,58.1,normal,57.2,,0,190.7,211.9,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-14,triceratops,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,1.0048,,es,True,15,2,58.1,normal,57.2,,0,190.7,211.9,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-14,triceratops,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,1.0048,,es,True,15,2,58.1,normal,57.2,,0,190.7,211.9,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-15,triceratops,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,1.0051,,es,True,15,2,58.1,normal,57.2,,0,125.4,196.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-15,triceratops,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,1.0051,,es,True,15,2,58.1,normal,57.2,,0,125.4,196.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-15,triceratops,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,1.0051,,es,True,15,2,58.1,normal,57.2,,0,125.4,196.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-16,triceratops,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.9488,,es,True,15,2,58.1,normal,57.2,,0,138.5,196.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-16,triceratops,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.9488,,es,True,15,2,58.1,normal,57.2,,0,138.5,196.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-16,triceratops,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.9488,,es,True,15,2,58.1,normal,57.2,,0,138.5,196.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-17,triceratops,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.9667,,es,True,15,2,58.1,normal,57.2,,0,137.7,184.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-17,triceratops,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.9667,,es,True,15,2,58.1,normal,57.2,,0,137.7,184.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-17,triceratops,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.9667,,es,True,15,2,58.1,normal,57.2,,0,137.7,184.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-18,triceratops,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.9013,,es,True,15,2,58.1,normal,57.2,,0,120.0,197.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-18,triceratops,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.9013,,es,True,15,2,58.1,normal,57.2,,0,120.0,197.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-18,triceratops,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.9013,,es,True,15,2,58.1,normal,57.2,,0,120.0,197.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-19,triceratops,ambigua,cualquiera,1,SIN_INFO,,umbral,0.954,,es,True,15,2,58.1,normal,57.2,,0,125.4,197.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-19,triceratops,ambigua,cualquiera,2,SIN_INFO,,umbral,0.954,,es,True,15,2,58.1,normal,57.2,,0,125.4,197.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-19,triceratops,ambigua,cualquiera,3,SIN_INFO,,umbral,0.954,,es,True,15,2,58.1,normal,57.2,,0,125.4,197.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-20,triceratops,ambigua,cualquiera,1,SIN_INFO,,umbral,0.9411,,es,True,15,2,58.1,normal,57.2,,0,133.5,194.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-20,triceratops,ambigua,cualquiera,2,SIN_INFO,,umbral,0.9411,,es,True,15,2,58.1,normal,57.2,,0,133.5,194.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
tri-20,triceratops,ambigua,cualquiera,3,SIN_INFO,,umbral,0.9411,,es,True,15,2,58.1,normal,57.2,,0,133.5,194.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-01,sherlock_holmes,literal,RAG,1,SIN_INFO,False,umbral,0.9744,True,es,True,15,2,58.1,normal,57.2,,0,130.5,194.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-01,sherlock_holmes,literal,RAG,2,SIN_INFO,False,umbral,0.9744,True,es,True,15,2,58.1,normal,57.2,,0,130.5,194.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-01,sherlock_holmes,literal,RAG,3,SIN_INFO,False,umbral,0.9744,True,es,True,15,2,58.1,normal,57.2,,0,130.5,194.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-02,sherlock_holmes,literal,RAG,1,SIN_INFO,False,umbral,0.7844,True,es,True,15,2,58.1,normal,57.2,,0,155.1,196.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-02,sherlock_holmes,literal,RAG,2,SIN_INFO,False,umbral,0.7844,True,es,True,15,2,58.1,normal,57.2,,0,155.1,196.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-02,sherlock_holmes,literal,RAG,3,SIN_INFO,False,umbral,0.7844,True,es,True,15,2,58.1,normal,57.2,,0,155.1,196.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-03,sherlock_holmes,literal,RAG,1,SIN_INFO,False,umbral,0.8489,True,es,True,15,2,58.1,normal,57.2,,0,153.9,195.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-03,sherlock_holmes,literal,RAG,2,SIN_INFO,False,umbral,0.8489,True,es,True,15,2,58.1,normal,57.2,,0,153.9,195.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-03,sherlock_holmes,literal,RAG,3,SIN_INFO,False,umbral,0.8489,True,es,True,15,2,58.1,normal,57.2,,0,153.9,195.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-04,sherlock_holmes,literal,RAG,1,SIN_INFO,False,umbral,0.8945,True,es,True,15,2,58.1,normal,57.2,,0,146.2,199.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-04,sherlock_holmes,literal,RAG,2,SIN_INFO,False,umbral,0.8945,True,es,True,15,2,58.1,normal,57.2,,0,146.2,199.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-04,sherlock_holmes,literal,RAG,3,SIN_INFO,False,umbral,0.8945,True,es,True,15,2,58.1,normal,57.2,,0,146.2,199.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-05,sherlock_holmes,literal,RAG,1,SIN_INFO,False,umbral,1.0005,True,es,True,15,2,58.1,normal,57.2,,0,166.5,196.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-05,sherlock_holmes,literal,RAG,2,SIN_INFO,False,umbral,1.0005,True,es,True,15,2,58.1,normal,57.2,,0,166.5,196.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-05,sherlock_holmes,literal,RAG,3,SIN_INFO,False,umbral,1.0005,True,es,True,15,2,58.1,normal,57.2,,0,166.5,196.2,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-06,sherlock_holmes,literal,RAG,1,SIN_INFO,False,umbral,0.9487,True,es,True,15,2,58.1,normal,57.2,,0,157.7,195.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-06,sherlock_holmes,literal,RAG,2,SIN_INFO,False,umbral,0.9487,True,es,True,15,2,58.1,normal,57.2,,0,157.7,195.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-06,sherlock_holmes,literal,RAG,3,SIN_INFO,False,umbral,0.9487,True,es,True,15,2,58.1,normal,57.2,,0,157.7,195.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-07,sherlock_holmes,inferencial,RAG,1,RAG,True,umbral,0.6586,True,es,True,15,2,66.4,bastante_facil,65.2,,0,176.2,208.5,0.0,869.3,442,2.7e-05,Noto pequeños detalles que otros pasan por alto y deduzco conclusiones. ¡Es como un rompecabezas!,
sher-07,sherlock_holmes,inferencial,RAG,2,RAG,True,umbral,0.6586,True,es,True,15,2,66.4,bastante_facil,65.2,,0,176.2,208.5,0.0,805.2,442,2.7e-05,Noto pequeños detalles que otros pasan por alto y deduzco conclusiones. ¡Es como un rompecabezas!,
sher-07,sherlock_holmes,inferencial,RAG,3,RAG,True,umbral,0.6586,True,es,True,15,2,66.4,bastante_facil,65.2,,0,176.2,208.5,0.0,841.2,442,2.7e-05,Noto pequeños detalles que otros pasan por alto y deduzco conclusiones. ¡Es como un rompecabezas!,
sher-08,sherlock_holmes,inferencial,RAG,1,SIN_INFO,False,umbral,0.8443,True,es,True,15,2,58.1,normal,57.2,,0,137.3,200.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-08,sherlock_holmes,inferencial,RAG,2,SIN_INFO,False,umbral,0.8443,True,es,True,15,2,58.1,normal,57.2,,0,137.3,200.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-08,sherlock_holmes,inferencial,RAG,3,SIN_INFO,False,umbral,0.8443,True,es,True,15,2,58.1,normal,57.2,,0,137.3,200.7,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-09,sherlock_holmes,inferencial,RAG,1,SIN_INFO,False,umbral,1.0003,True,es,True,15,2,58.1,normal,57.2,,0,156.4,181.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-09,sherlock_holmes,inferencial,RAG,2,SIN_INFO,False,umbral,1.0003,True,es,True,15,2,58.1,normal,57.2,,0,156.4,181.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-09,sherlock_holmes,inferencial,RAG,3,SIN_INFO,False,umbral,1.0003,True,es,True,15,2,58.1,normal,57.2,,0,156.4,181.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-10,sherlock_holmes,inferencial,RAG,1,SIN_INFO,False,umbral,0.9015,True,es,True,15,2,58.1,normal,57.2,,0,155.5,183.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-10,sherlock_holmes,inferencial,RAG,2,SIN_INFO,False,umbral,0.9015,True,es,True,15,2,58.1,normal,57.2,,0,155.5,183.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-10,sherlock_holmes,inferencial,RAG,3,SIN_INFO,False,umbral,0.9015,True,es,True,15,2,58.1,normal,57.2,,0,155.5,183.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-11,sherlock_holmes,inferencial,RAG,1,SIN_INFO,False,umbral,0.7707,True,es,True,15,2,58.1,normal,57.2,,0,136.6,196.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-11,sherlock_holmes,inferencial,RAG,2,SIN_INFO,False,umbral,0.7707,True,es,True,15,2,58.1,normal,57.2,,0,136.6,196.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-11,sherlock_holmes,inferencial,RAG,3,SIN_INFO,False,umbral,0.7707,True,es,True,15,2,58.1,normal,57.2,,0,136.6,196.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-12,sherlock_holmes,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.9694,,es,True,15,2,58.1,normal,57.2,,0,148.8,206.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-12,sherlock_holmes,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.9694,,es,True,15,2,58.1,normal,57.2,,0,148.8,206.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-12,sherlock_holmes,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.9694,,es,True,15,2,58.1,normal,57.2,,0,148.8,206.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-13,sherlock_holmes,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.9548,,es,True,15,2,58.1,normal,57.2,,0,133.7,190.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-13,sherlock_holmes,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.9548,,es,True,15,2,58.1,normal,57.2,,0,133.7,190.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-13,sherlock_holmes,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.9548,,es,True,15,2,58.1,normal,57.2,,0,133.7,190.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-14,sherlock_holmes,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,1.018,,es,True,15,2,58.1,normal,57.2,,0,133.6,197.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-14,sherlock_holmes,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,1.018,,es,True,15,2,58.1,normal,57.2,,0,133.6,197.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-14,sherlock_holmes,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,1.018,,es,True,15,2,58.1,normal,57.2,,0,133.6,197.3,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-15,sherlock_holmes,fuera_dominio,GENERAL,1,SIN_INFO,True,umbral,0.8406,,es,True,15,2,58.1,normal,57.2,,0,157.1,168.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-15,sherlock_holmes,fuera_dominio,GENERAL,2,SIN_INFO,True,umbral,0.8406,,es,True,15,2,58.1,normal,57.2,,0,157.1,168.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-15,sherlock_holmes,fuera_dominio,GENERAL,3,SIN_INFO,True,umbral,0.8406,,es,True,15,2,58.1,normal,57.2,,0,157.1,168.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-16,sherlock_holmes,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,1.0533,,es,True,15,2,58.1,normal,57.2,,0,138.6,192.5,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-16,sherlock_holmes,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,1.0533,,es,True,15,2,58.1,normal,57.2,,0,138.6,192.5,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-16,sherlock_holmes,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,1.0533,,es,True,15,2,58.1,normal,57.2,,0,138.6,192.5,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-17,sherlock_holmes,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.9856,,es,True,15,2,58.1,normal,57.2,,0,162.9,197.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-17,sherlock_holmes,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.9856,,es,True,15,2,58.1,normal,57.2,,0,162.9,197.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-17,sherlock_holmes,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.9856,,es,True,15,2,58.1,normal,57.2,,0,162.9,197.4,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-18,sherlock_holmes,sin_respuesta,GENERAL,1,SIN_INFO,True,umbral,0.9864,,es,True,15,2,58.1,normal,57.2,,0,146.6,197.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-18,sherlock_holmes,sin_respuesta,GENERAL,2,SIN_INFO,True,umbral,0.9864,,es,True,15,2,58.1,normal,57.2,,0,146.6,197.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-18,sherlock_holmes,sin_respuesta,GENERAL,3,SIN_INFO,True,umbral,0.9864,,es,True,15,2,58.1,normal,57.2,,0,146.6,197.1,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-19,sherlock_holmes,ambigua,cualquiera,1,SIN_INFO,,umbral,1.01,,es,True,15,2,58.1,normal,57.2,,0,122.6,199.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-19,sherlock_holmes,ambigua,cualquiera,2,SIN_INFO,,umbral,1.01,,es,True,15,2,58.1,normal,57.2,,0,122.6,199.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-19,sherlock_holmes,ambigua,cualquiera,3,SIN_INFO,,umbral,1.01,,es,True,15,2,58.1,normal,57.2,,0,122.6,199.0,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-20,sherlock_holmes,ambigua,cualquiera,1,SIN_INFO,,umbral,1.0408,,es,True,15,2,58.1,normal,57.2,,0,164.9,167.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-20,sherlock_holmes,ambigua,cualquiera,2,SIN_INFO,,umbral,1.0408,,es,True,15,2,58.1,normal,57.2,,0,164.9,167.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
sher-20,sherlock_holmes,ambigua,cualquiera,3,SIN_INFO,,umbral,1.0408,,es,True,15,2,58.1,normal,57.2,,0,164.9,167.6,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
leo-01,leonardo_da_vinci,literal,RAG,1,RAG,True,umbral,0.499,True,es,True,15,2,83.0,muy_facil,81.2,,0,157.8,199.1,0.0,1083.2,453,2.7e-05,"Pinté muchos cuadros, pero no puedo contarlos todos. ¡La Gioconda es uno de mis favoritos!",
leo-01,leonardo_da_vinci,literal,RAG,2,RAG,True,umbral,0.499,True,es,True,15,2,83.0,muy_facil,81.2,,0,157.8,199.1,0.0,819.9,453,2.7e-05,"Pinté muchos cuadros, pero no puedo contarlos todos. ¡La Gioconda es uno de mis favoritos!",
leo-01,leonardo_da_vinci,literal,RAG,3,RAG,True,umbral,0.499,True,es,True,15,2,83.0,muy_facil,81.2,,0,157.8,199.1,0.0,793.8,453,2.7e-05,"Pinté muchos cuadros, pero no puedo contarlos todos. ¡La Gioconda es uno de mis favoritos!",
leo-02,leonardo_da_vinci,literal,RAG,1,RAG,True,umbral,0.6281,True,es,True,14,1,108.3,muy_facil,118.1,,0,136.2,190.1,0.0,788.0,532,3e-05,"Nací el sábado 15 de abril de 1452, a las diez y media de la noche.",
leo-02,leonardo_da_vinci,literal,RAG,2,RAG,True,umbral,0.6281,True,es,True,14,1,108.3,muy_facil,118.1,,0,136.2,190.1,0.0,838.3,532,3e-05,"Nací el sábado 15 de abril de 1452, a las diez y media de la noche.",
leo-02,leonardo_da_vinci,literal,RAG,3,RAG,True,umbral,0.6281,True,es,True,14,1,108.3,muy_facil,118.1,,0,136.2,190.1,0.0,798.0,532,3e-05,"Nací el sábado 15 de abril de 1452, a las diez y media de la noche.",
leo-03,leonardo_da_vinci,literal,RAG,1,RAG,True,umbral,0.5311,True,es,True,21,2,92.5,muy_facil,97.1,,0,167.6,166.2,0.0,822.4,728,4.2e-05,"Era más rápido para mí escribir de derecha a izquierda, ya que soy zurdo. ¡Y era más cómodo para mis manos!",
leo-03,leonardo_da_vinci,literal,RAG,2,RAG,True,umbral,0.5311,True,es,True,21,2,92.5,muy_facil,97.1,,0,167.6,166.2,0.0,848.9,728,4.2e-05,"Era más rápido para mí escribir de derecha a izquierda, ya que soy zurdo. ¡Y era más cómodo para mis manos!",
leo-03,leonardo_da_vinci,literal,RAG,3,RAG,True,umbral,0.5311,True,es,True,21,2,92.5,muy_facil,97.1,,0,167.6,166.2,0.0,852.6,728,4.2e-05,"Era más rápido para mí escribir de derecha a izquierda, ya que soy zurdo. ¡Y era más cómodo para mis manos!",
leo-04,leonardo_da_vinci,literal,RAG,1,RAG,True,umbral,0.4699,True,es,True,63,3,61.2,normal,82.0,,0,463.9,163.1,0.0,1997.9,577,4.8e-05,"Tengo muchos inventos en mis cuadernos! Hice una bomba hidráulica, un mecanismo de engranaje para hacer tornillos, alas para proyectiles de mortero, una cañón de vapor, un submarino, varios autómatas, un carro de guerra, un automóvil, flotadores para caminar sobre el agua, un sistema para concentrar energía solar, un cálculo, un traje de buceo y un doble casco para barcos. ¡Y muchos más!",
leo-04,leonardo_da_vinci,literal,RAG,2,RAG,True,umbral,0.4699,True,es,True,63,3,61.2,normal,82.0,,0,463.9,163.1,0.0,1839.9,577,4.8e-05,"Tengo muchos inventos en mis cuadernos! Hice una bomba hidráulica, un mecanismo de engranaje para hacer tornillos, alas para proyectiles de mortero, una cañón de vapor, un submarino, varios autómatas, un carro de guerra, un automóvil, flotadores para caminar sobre el agua, un sistema para concentrar energía solar, un cálculo, un traje de buceo y un doble casco para barcos. ¡Y muchos más!",
leo-04,leonardo_da_vinci,literal,RAG,3,RAG,True,umbral,0.4699,True,es,True,63,3,61.2,normal,82.0,,0,463.9,163.1,0.0,1796.7,577,4.8e-05,"Tengo muchos inventos en mis cuadernos! Hice una bomba hidráulica, un mecanismo de engranaje para hacer tornillos, alas para proyectiles de mortero, una cañón de vapor, un submarino, varios autómatas, un carro de guerra, un automóvil, flotadores para caminar sobre el agua, un sistema para concentrar energía solar, un cálculo, un traje de buceo y un doble casco para barcos. ¡Y muchos más!",
leo-05,leonardo_da_vinci,literal,RAG,1,SIN_INFO,False,umbral,0.8372,True,es,True,15,2,58.1,normal,57.2,,0,190.1,182.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
leo-05,leonardo_da_vinci,literal,RAG,2,SIN_INFO,False,umbral,0.8372,True,es,True,15,2,58.1,normal,57.2,,0,190.1,182.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
leo-05,leonardo_da_vinci,literal,RAG,3,SIN_INFO,False,umbral,0.8372,True,es,True,15,2,58.1,normal,57.2,,0,190.1,182.8,0.0,0.0,25,6e-06,"No tengo esa información entre mis documentos. ¡Pregúntame otra cosa, seguro que sé algo interesante!",
leo-06,leonardo_da_vinci,literal,RAG,1,RAG,True,umbral,0.6299,True,es,True,9,1,121.7,muy_facil,122.2,,0,219.4,191.3,0.0,1015.0,378,2.1e-05,"Me murió el 2 de mayo de 1519, a los 67 años.",
leo-06,leonardo_da_vinci,literal,RAG,2,RAG,True,umbral,0.6299,True,es,True,9,1,121.7,muy_facil,122.2,,0,219.4,191.3,0.0,844.4,378,2.1e-05,"Me murió el 2 de mayo de 1519, a los 67 años.",
leo-06,leonardo_da_vinci,literal,RAG,3,RAG,True,umbral,0.6299,True,es,True,9,1,121.7,muy_facil,122.2,,0,219.4,191.3,0.0,843.4,378,2.1e-05,"Me murió el 2 de mayo de 1519, a los 67 años.",
